iCode	sName	sPrefab	sIcon	iType	iClass	iParts	iOp01	iFGrade	iPrice	iHP	iSP	iSTR	iAGI	iINT	iVIT	iPATK	iMATK	iPDEF	iMDEF	iCRI	iACRI	iHPRG	iSPRG	iHPST	iRSPC	iACC	iDG	iSBLK	iWBLK	iPPEN	iIMDEF	iRSTN	iRSLC	iRSLP	iRPTF	iRFRZ	iRCTA	iRAB	iIHEAL	iUSL	iDR	fATKI	iMat01	iMat01C	iMat02	iMat02C	iMat03	iMat03C	iMat04	iMat04C	sInfo	sDropInfo
900030002	중급 장비 강화석	null	EnhanceStone02	6	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900030001	5	0	0	0	0	0	0	방어구를 강화 시켜 성공시 강화 등급을 2등급 증가시킨다.	null
900030003	고급 장비 강화석	null	EnhanceStone03	6	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900030002	5	0	0	0	0	0	0	장신구를 강화 시켜 성공시 강화 등급을 3등급 증가시킨다.	null
900040001	Lv.1 붉은 보석	null	Gem_001	7	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900040002	Lv.2 붉은 보석	null	Gem_001	7	0	0	2	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900040001	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900040003	Lv.3 붉은 보석	null	Gem_001	7	0	0	3	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900040002	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900040004	Lv.4 붉은 보석	null	Gem_001	7	0	0	4	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900040003	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900040005	Lv.5 붉은 보석	null	Gem_001	7	0	0	5	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900040004	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900040006	Lv.6 붉은 보석	null	Gem_001	7	0	0	6	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900040005	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900040007	Lv.7 붉은 보석	null	Gem_001	7	0	0	7	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900040006	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900041001	Lv.1 푸른 보석	null	Gem_002	7	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900041002	Lv.2 푸른 보석	null	Gem_002	7	0	0	2	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900041001	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900041003	Lv.3 푸른 보석	null	Gem_002	7	0	0	3	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900041002	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900041004	Lv.4 푸른 보석	null	Gem_002	7	0	0	4	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900041003	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900041005	Lv.5 푸른 보석	null	Gem_002	7	0	0	5	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900041004	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900041006	Lv.6 푸른 보석	null	Gem_002	7	0	0	6	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900041005	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900041007	Lv.7 푸른 보석	null	Gem_002	7	0	0	7	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900041006	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900042001	Lv.1 초록 보석	null	Gem_003	7	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900042002	Lv.2 초록 보석	null	Gem_003	7	0	0	2	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900042001	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900042003	Lv.3 초록 보석	null	Gem_003	7	0	0	3	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900042002	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900042004	Lv.4 초록 보석	null	Gem_003	7	0	0	4	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900042003	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900042005	Lv.5 초록 보석	null	Gem_003	7	0	0	5	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900042004	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900042006	Lv.6 초록 보석	null	Gem_003	7	0	0	6	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900042005	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900042007	Lv.7 초록 보석	null	Gem_003	7	0	0	7	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900042006	5	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
900050001	단금석	null	HCEnhanceStone01	8	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1~3등급 증가시킨다.	null
900060001	용맹의 투구1	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000001	5	920000002	5	920000003	5	920000004	5	null	null
900060002	용맹의 투구2	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000005	5	920000006	5	920000007	5	920000008	5	null	null
900060003	용맹의 투구3	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000009	5	920000010	5	920000011	5	920000012	5	null	null
900060004	용맹의 투구4	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000013	5	920000014	5	920000015	5	920000016	5	null	null
900060005	용맹의 투구5	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000017	5	920000018	5	920000019	5	920000020	5	null	null
900060006	용맹의 투구6	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000021	5	920000022	5	920000023	5	920000024	5	null	null
900060007	용맹의 투구7	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000025	5	920000026	5	920000027	5	920000028	5	null	null
900060008	용맹의 투구8	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000029	5	920000030	5	920000031	5	920000032	5	null	null
900060009	용맹의 투구9	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000033	5	920000034	5	920000035	5	920000036	5	null	null
900060010	용맹의 투구10	null	hero01_head_01	2	7	1	0	1	100	0	0	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000037	5	920000038	5	920000039	5	920000040	5	null	null
900061001	용맹의 갑옷1	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000001	5	920000002	5	920000003	5	920000004	5	null	null
900061002	용맹의 갑옷2	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000005	5	920000006	5	920000007	5	920000008	5	null	null
900061003	용맹의 갑옷3	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000009	5	920000010	5	920000011	5	920000012	5	null	null
900061004	용맹의 갑옷4	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000013	5	920000014	5	920000015	5	920000016	5	null	null
900061005	용맹의 갑옷5	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000017	5	920000018	5	920000019	5	920000020	5	null	null
900061006	용맹의 갑옷6	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000021	5	920000022	5	920000023	5	920000024	5	null	null
900061007	용맹의 갑옷7	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000025	5	920000026	5	920000027	5	920000028	5	null	null
900061008	용맹의 갑옷8	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000029	5	920000030	5	920000031	5	920000032	5	null	null
900061009	용맹의 갑옷9	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000033	5	920000034	5	920000035	5	920000036	5	null	null
900061010	용맹의 갑옷10	null	hero01_body_01	2	7	3	0	1	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000037	5	920000038	5	920000039	5	920000040	5	null	null
900062001	용맹의 어깨보호구1	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000001	5	920000002	5	920000003	5	920000004	5	null	null
900062002	용맹의 어깨보호구2	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000005	5	920000006	5	920000007	5	920000008	5	null	null
900062003	용맹의 어깨보호구3	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000009	5	920000010	5	920000011	5	920000012	5	null	null
900062004	용맹의 어깨보호구4	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000013	5	920000014	5	920000015	5	920000016	5	null	null
900062005	용맹의 어깨보호구5	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000017	5	920000018	5	920000019	5	920000020	5	null	null
900062006	용맹의 어깨보호구6	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000021	5	920000022	5	920000023	5	920000024	5	null	null
900062007	용맹의 어깨보호구7	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000025	5	920000026	5	920000027	5	920000028	5	null	null
900062008	용맹의 어깨보호구8	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000029	5	920000030	5	920000031	5	920000032	5	null	null
900062009	용맹의 어깨보호구9	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000033	5	920000034	5	920000035	5	920000036	5	null	null
900062010	용맹의 어깨보호구10	null	hero01_shoulder_01	2	7	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000037	5	920000038	5	920000039	5	920000040	5	null	null
900063001	용맹의 건틀릿1	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000001	5	920000002	5	920000003	5	920000004	5	null	null
900063002	용맹의 건틀릿2	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000005	5	920000006	5	920000007	5	920000008	5	null	null
900063003	용맹의 건틀릿3	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000009	5	920000010	5	920000011	5	920000012	5	null	null
900063004	용맹의 건틀릿4	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000013	5	920000014	5	920000015	5	920000016	5	null	null
900063005	용맹의 건틀릿5	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000017	5	920000018	5	920000019	5	920000020	5	null	null
900063006	용맹의 건틀릿6	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000021	5	920000022	5	920000023	5	920000024	5	null	null
900063007	용맹의 건틀릿7	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000025	5	920000026	5	920000027	5	920000028	5	null	null
900063008	용맹의 건틀릿8	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000029	5	920000030	5	920000031	5	920000032	5	null	null
900063009	용맹의 건틀릿9	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000033	5	920000034	5	920000035	5	920000036	5	null	null
900063010	용맹의 건틀릿10	null	hero01_glove_01	2	7	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000037	5	920000038	5	920000039	5	920000040	5	null	null
900064001	용맹의 장화1	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000001	5	920000002	5	920000003	5	920000004	5	null	null
900064002	용맹의 장화2	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000005	5	920000006	5	920000007	5	920000008	5	null	null
900064003	용맹의 장화3	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000009	5	920000010	5	920000011	5	920000012	5	null	null
900064004	용맹의 장화4	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000013	5	920000014	5	920000015	5	920000016	5	null	null
900064005	용맹의 장화5	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000017	5	920000018	5	920000019	5	920000020	5	null	null
900064006	용맹의 장화6	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000021	5	920000022	5	920000023	5	920000024	5	null	null
900064007	용맹의 장화7	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000025	5	920000026	5	920000027	5	920000028	5	null	null
900064008	용맹의 장화8	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000029	5	920000030	5	920000031	5	920000032	5	null	null
900064009	용맹의 장화9	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000033	5	920000034	5	920000035	5	920000036	5	null	null
900064010	용맹의 장화10	null	hero01_leg_01	2	7	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000037	5	920000038	5	920000039	5	920000040	5	null	null
900065001	야만의 검1	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000001	5	920000002	5	920000003	5	920000004	5	null	null
900065002	야만의 검2	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000005	5	920000006	5	920000007	5	920000008	5	null	null
900065003	야만의 검3	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000009	5	920000010	5	920000011	5	920000012	5	null	null
900065004	야만의 검4	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000013	5	920000014	5	920000015	5	920000016	5	null	null
900065005	야만의 검5	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000017	5	920000018	5	920000019	5	920000020	5	null	null
900065006	야만의 검6	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000021	5	920000022	5	920000023	5	920000024	5	null	null
900065007	야만의 검7	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000025	5	920000026	5	920000027	5	920000028	5	null	null
900065008	야만의 검8	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000029	5	920000030	5	920000031	5	920000032	5	null	null
900065009	야만의 검9	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000033	5	920000034	5	920000035	5	920000036	5	null	null
900065010	야만의 검10	knight_weapon_01	knight_weapon_01	1	1	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000037	5	920000038	5	920000039	5	920000040	5	null	null
900066001	리엔 목걸이1	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000001	5	920000002	5	920000003	5	920000004	5	null	null
900066002	리엔 목걸이2	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000005	5	920000006	5	920000007	5	920000008	5	null	null
900066003	리엔 목걸이3	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000009	5	920000010	5	920000011	5	920000012	5	null	null
900066004	리엔 목걸이4	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000013	5	920000014	5	920000015	5	920000016	5	null	null
900066005	리엔 목걸이5	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000017	5	920000018	5	920000019	5	920000020	5	null	null
900066006	리엔 목걸이6	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000021	5	920000022	5	920000023	5	920000024	5	null	null
900066007	리엔 목걸이7	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000025	5	920000026	5	920000027	5	920000028	5	null	null
900066008	리엔 목걸이8	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000029	5	920000030	5	920000031	5	920000032	5	null	null
900066009	리엔 목걸이9	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000033	5	920000034	5	920000035	5	920000036	5	null	null
900066010	리엔 목걸이10	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000037	5	920000038	5	920000039	5	920000040	5	null	null
900067001	리엔 귀걸이1	null	earring_01	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000001	5	920000002	5	920000003	5	920000004	5	null	null
900067002	리엔 귀걸이2	null	earring_01	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000005	5	920000006	5	920000007	5	920000008	5	null	null
900067003	리엔 귀걸이3	null	earring_01	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000009	5	920000010	5	920000011	5	920000012	5	null	null
900067004	리엔 귀걸이4	null	earring_01	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000013	5	920000014	5	920000015	5	920000016	5	null	null
900067005	리엔 귀걸이5	null	earring_01	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920000017	5	920000018	5	920000019	5	920000020	5	null	null
